node_id, twitternum, twitterhandle, trumporhillary, lastlocation, pagerank, numtweets
757, 127938785, ndlon, 7, California, 3.6722309095e-05, 2.0
758, 16734448, themeganpixel, 1, California, 1.06882518615e-05, 1.0
759, 197417201, dannymariachi, 1, Washington DC, 2.25446431169e-05, 2.0
760, 15464697, juddlegum, 3, Washington DC, 5.54380086755e-05, 56.0
761, 14266637, dcdebbie, 7, Washington DC, 5.16504735489e-05, 1.0
762, 1300459794, ilbizimmigrant, 1, Illinois, 2.19718864607e-05, 5.0
763, 227139868, lorellapraeli, 3, New York, 4.00019136804e-05, 25.0
764, 26063171, danahoule, 7, None, 8.70482745416e-05, 31.0
765, 211218767, franksharry, 3, Washington DC, 4.4872135002e-05, 40.0
766, 10008932, gabrielgastelum, 7, California, 7.38506470141e-06, 1.0
767, 1257340838, kfrydl, 7, None, 4.58525898502e-05, 4.0
768, 33421695, abrendert48, 0, None, 9.99455814447e-06, 1.0
769, 82174370, ericgibble, 0, Virginia, 2.10854662283e-05, 5.0
770, 935776758, tjhansen, 7, None, 3.16083388985e-05, 4.0
771, 949125654, elianadreams, 5, New York, 2.56566925366e-06, 1.0
772, 15453, seldo, 1, California, 2.89109164005e-05, 3.0
773, 190298721, jamespmanley, 7, None, 4.27123256044e-05, 2.0
774, 43950728, maalcala, 7, Virginia, 1.44010603804e-05, 2.0
775, 55972632, nestorruiz1402, 7, North Carolina, 1.50815284819e-05, 8.0
776, 2739528379, wdactionpac, 5, Texas, 5.10420707951e-06, 1.0
777, 182217410, espaillatny, 1, New York, 2.98540461809e-05, 3.0
778, 39408327, mortizuribe, 1, Texas, 2.39836481302e-05, 1.0
779, 102546138, diegonsanchez, 2, None, 1.71217674188e-05, 1.0
780, 21822587, nrmorrow, 3, None, 2.50910403131e-05, 4.0
781, 1022694126, dreamerj_d, 2, None, 2.14358850818e-05, 3.0
782, 14287999, trexstasy, 7, Georgia, 1.45982889943e-05, 1.0
783, 414436134, bleeforcongress, 7, California, 1.31197753376e-05, 1.0
784, 323599188, gaywonk, 7, Washington DC, 1.5442187772e-05, 4.0
785, 104184684, prunejuicemedia, 1, Georgia, 1.49310293643e-05, 4.0
786, 35136406, saychieeef, 1, Louisiana, 1.30686803729e-05, 2.0
787, 70452119, heyitsurban, 1, None, 1.67115029642e-05, 2.0
788, 202695643, casaenaccion, 7, Maryland, 2.56566925366e-06, 3.0
789, 120181732, pwolgin, 1, Washington DC, 8.00039727272e-05, 31.0
790, 7457792, teresatothemax, 7, Georgia, 1.82510047938e-05, 1.0
791, 197483570, id_gordon, 7, California, 3.22604023569e-05, 1.0
792, 369553654, jorge_aguilardc, 1, None, 4.65449557698e-05, 1.0
793, 18580579, tartqueen, 7, None, 1.68712781788e-05, 4.0
794, 348071022, briantashman, 1, None, 4.83289850262e-05, 42.0
795, 405005433, dawnjetle, 5, Washington DC, 7.94681782777e-06, 7.0
796, 14875838, omfgio, 5, Florida, 1.24978051244e-05, 3.0
797, 262800581, lourdesmeluza, 3, Washington DC, 2.78747491623e-05, 13.0
798, 39267537, everythingsjake, 1, New York, 1.99793687128e-05, 2.0
799, 3264838862, evanmzimmerman, 7, Washington DC, 1.01461508531e-05, 10.0
800, 188984590, josedanteparra, 7, None, 1.8043860504e-05, 21.0
801, 14726609, wondermann5, 7, California, 2.67169156151e-05, 2.0
802, 47451496, jesseberney, 7, Washington DC, 4.86230694754e-05, 10.0
803, 96109952, tombellino, 7, California, 3.27605306005e-05, 1.0
804, 3516130698, forumactionfund, 0, None, 1.36411953779e-05, 35.0
805, 136402367, marisa_franco, 7, None, 1.57374410327e-05, 2.0
806, 33146307, andrealeon, 7, None, 1.46859398646e-05, 21.0
807, 1339835893, hillaryclinton, 2, New York, 5.79459187412e-05, 33.0
808, 18464266, peterdaou, 3, None, 6.86299715904e-05, 9.0
809, 1470250544, globalnation, 7, None, 2.12058486722e-05, 14.0
810, 867491377, audinetayag, 3, None, 1.52288308017e-05, 1.0
811, 1102382648, ilrc_sf, 7, California, 1.52861470479e-05, 1.0
812, 319342150, tyler_t_moran, 1, None, 8.7893270551e-06, 1.0
813, 125724234, keethers, 3, Washington DC, 4.03412129562e-05, 9.0
814, 3145735852, catherinefornv, 7, Nevada, 1.51548353513e-05, 16.0
815, 14364337, scout_finch, 7, Kansas, 3.17135513806e-05, 3.0
816, 2461810448, teampelosi, 7, California, 4.01112158617e-06, 1.0
817, 15056667, ryangsims, 1, Washington DC, 1.70592329468e-05, 1.0
818, 404399911, tolu_olubunmi, 3, Washington DC, 2.03025911609e-05, 1.0
819, 21655390, americanmerman, 3, Massachusetts, 1.30911798537e-05, 2.0
820, 15576928, goldengateblond, 1, California, 8.4370791559e-05, 7.0
821, 321797990, jennvasquez_dc, 3, Washington DC, 1.44275461266e-05, 2.0
822, 13404022, awpz, 1, New York, 2.31567484723e-05, 1.0
823, 2887223279, citiesforaction, 7, None, 1.66673817309e-05, 2.0
824, 701036533, boschlagel, 3, California, 1.4262917376e-05, 14.0
825, 3351377362, sluttyblackboy, 7, New York, 0.00010566601474, 2.0
826, 726822756856303616, kaysiavonjay, 7, Michigan, 3.35630542527e-06, 1.0
827, 701559612152094720, errareangelus, 7, None, 5.93680198656e-06, 1.0
828, 450066563, zakkmh, 2, Ohio, 7.38738501267e-06, 1.0
829, 497486984, tasharayaardie, 7, Massachusetts, 3.35630542527e-06, 1.0
830, 20967178, cushkobain, 1, None, 2.90296929728e-05, 1.0
831, 273112461, tamashiitake, 7, None, 4.82927744144e-06, 1.0
832, 3289714960, driyoncexo, 7, None, 5.55411588422e-06, 1.0
833, 2313095059, charhorowitz, 2, New York, 7.75697745934e-06, 1.0
834, 200752661, drewwhatitdoo, 7, None, 8.72221585859e-06, 1.0
835, 486858390, milesbjordan, 2, None, 7.17781768259e-06, 1.0
836, 486095257, scandalous49, 7, None, 5.3053841007e-06, 1.0
837, 3843191833, swart_vader, 7, None, 4.0612755308e-05, 1.0
838, 327145627, brandonaf_, 7, None, 6.87552944963e-06, 1.0
839, 4039004834, solomonjohng, 7, None, 7.24440929744e-06, 1.0
840, 164224292, khaniperez, 7, Florida, 5.62759258581e-06, 1.0
841, 222980678, theoldhype, 7, None, 8.89314348255e-06, 1.0
842, 2712467880, turtlewithapen, 7, Florida, 1.79677245626e-05, 2.0
843, 393029545, refinedbarb, 2, None, 6.51699960972e-06, 1.0
844, 241709226, thacondition, 7, None, 1.77502982618e-05, 2.0
845, 34415663, kiyirl, 2, New York, 1.10993437459e-05, 2.0
846, 1599294835, spookykevln, 7, None, 7.82951788775e-06, 1.0
847, 376491731, lastnameartmore, 7, None, 3.35630542527e-06, 1.0
848, 3222030651, yourraddad, 2, None, 2.63070937913e-05, 2.0
849, 2773408191, hebrewbby, 7, None, 3.35630542527e-06, 3.0
850, 162452033, kosherdyl, 7, None, 7.67401340809e-06, 1.0
851, 717198402, devontaaaa, 7, Louisiana, 1.80784539442e-05, 1.0
852, 187022790, nizmerz, 7, None, 1.77179972594e-05, 1.0
853, 1939752139, pinkfrislay, 2, California, 5.02768088768e-06, 1.0
854, 232127778, 2cups14, 2, None, 8.52875121984e-06, 7.0
855, 509244237, eatshit_1, 2, None, 3.35630542527e-06, 1.0
856, 1938592099, bangerzr8, 7, None, 2.11496581049e-05, 3.0
857, 189886292, conrad_feed, 7, None, 5.24621817724e-06, 1.0
858, 3260698453, izzyrray, 7, Texas, 1.07637816996e-05, 1.0
859, 3254332580, italianzaddy, 1, None, 2.33692092194e-05, 1.0
860, 23326042, teas_baby_, 7, Ohio, 3.35630542527e-06, 1.0
861, 3234795983, ohseedion, 7, North Carolina, 1.25121363836e-05, 1.0
862, 3510221534, blahnco, 7, None, 2.11679867313e-05, 1.0
863, 35217382, thedarlingdes, 7, New York, 9.81766868266e-06, 1.0
864, 302382310, escomoekisses, 7, None, 3.35630542527e-06, 1.0
865, 3664655592, bitchbiter, 1, None, 7.17781768259e-06, 1.0
866, 57729514, officialafrican, 1, None, 1.20010154122e-05, 6.0
867, 119971667, ultimatenegro, 2, None, 2.09200298742e-05, 3.0
868, 21707381, angryblackhoemo, 7, Illinois, 1.54186950274e-05, 3.0
869, 3078613545, lesbianaff, 7, None, 8.24878925715e-06, 2.0
870, 58125945, sxsation, 7, None, 1.30543716849e-05, 1.0
871, 2886409727, opinionatedcxnt, 7, None, 1.8652985045e-05, 1.0
872, 326555516, kingpabio, 7, None, 2.24807908611e-05, 1.0
873, 8839632, nbcnightlynews, 7, New York, 0.000105512629544, 29.0
874, 52099553, ksnnews, 0, Kansas, 7.15024374316e-06, 5.0
875, 43942200, actionnewsnow, 1, California, 1.85801127363e-05, 2.0
876, 13001192, kare11, 7, Minnesota, 2.20180951986e-05, 4.0
877, 15385348, kwwl, 7, Iowa, 1.67212151725e-05, 2.0
878, 23618466, wbaltv11, 7, Maryland, 1.02802564025e-05, 32.0
879, 15606793, jordanjfrasier, 3, Washington DC, 1.87153828414e-05, 1.0
880, 11609152, kris6news, 7, Texas, 1.57326649509e-05, 1.0
881, 12371172, nbc2, 1, Florida, 4.27412502207e-06, 2.0
882, 92079350, mmurraypolitics, 1, Washington DC, 3.39829072897e-05, 25.0
883, 24143255, kslcom, 7, Utah, 1.81823595544e-05, 7.0
884, 19809707, wktv, 5, New York, 1.48943490487e-05, 1.0
885, 25183700, ksby, 7, California, 2.80419808356e-06, 3.0
886, 16123423, wsav, 7, None, 6.29289186378e-06, 5.0
887, 11855772, nbcnewsworld, 7, None, 1.27838316474e-05, 5.0
888, 37660733, kulr, 7, Montana, 1.18715246056e-05, 1.0
889, 21653602, valleynewslive, 7, North Dakota, 7.13838718785e-06, 1.0
890, 11856032, nbcpolitics, 7, None, 1.07099822634e-05, 42.0
891, 6892002, wbir, 0, Tennessee, 1.10423785198e-05, 1.0
892, 31066684, jasoncalabretta, 3, New York, 1.1769074471e-05, 2.0
893, 19819089, walbnews10, 7, Georgia, 7.45697531532e-06, 7.0
894, 56470183, kcennews, 3, Texas, 1.43307933493e-05, 4.0
895, 23489273, lex18news, 7, Kentucky, 8.83109629545e-06, 2.0
896, 30264308, kgetnews, 1, California, 1.10162176593e-05, 3.0
897, 14789627, ktivnews, 7, Iowa, 9.80463921213e-06, 2.0
898, 11856892, meetthepress, 3, Washington DC, 3.37205777195e-05, 20.0
899, 18058293, waff48, 7, Alabama, 1.86415609452e-05, 3.0
900, 59853964, wtvanews, 7, Mississippi, 8.68187285498e-06, 4.0
901, 2067661, wlwt, 7, Ohio, 2.18088429395e-05, 21.0
902, 351669463, ksntnews, 7, Kansas, 6.77991271019e-06, 1.0
903, 14749520, kcranews, 7, California, 1.96866983852e-05, 22.0
904, 55259165, wbrewyou, 1, Pennsylvania, 1.1025282122e-05, 1.0
905, 1220137028, miguelnbc, 7, California, 2.80419808356e-06, 1.0
906, 18970657, blakenbc, 3, Illinois, 1.73060772537e-05, 1.0
907, 19927280, wetm18news, 7, New York, 1.27988397829e-05, 1.0
908, 17379685, nbcla, 7, California, 2.83905718207e-05, 11.0
909, 208179565, ksl5tv, 7, Utah, 1.69494974606e-05, 13.0
910, 15446424, wndu, 7, Indiana, 7.23667763628e-06, 5.0
911, 32256522, nbc26, 5, Wisconsin, 1.53073998082e-05, 1.0
912, 16028382, wesh, 7, Florida, 1.3666566518e-05, 23.0
913, 20629645, cnycentral, 4, New York, 1.9187667097e-05, 6.0
914, 19731326, wnyt, 7, New York, 2.81371371514e-05, 6.0
915, 108352504, knwanews, 7, Arkansas, 1.2328275896e-05, 6.0
916, 91386979, peteralexander, 1, None, 1.13531779251e-05, 1.0
917, 44397881, tvkatesnow, 3, New York, 1.60550380208e-05, 14.0
918, 19617087, kkco11news, 7, Colorado, 5.60645127534e-06, 1.0
919, 21845346, wsfa12news, 0, Alabama, 1.28538513457e-05, 5.0
920, 25998954, wyffnews4, 7, South Carolina, 8.19216495272e-06, 24.0
921, 69121742, kwqcnews, 7, Iowa, 9.26793653588e-06, 4.0
922, 19151000, nbc12, 7, Virginia, 2.1075547473e-05, 4.0
923, 16259594, wavy_news, 0, Virginia, 1.14004036928e-05, 5.0
924, 16128601, wsls, 0, Virginia, 1.47486797594e-05, 3.0
925, 39606936, newscenter1, 7, South Dakota, 5.46139019326e-06, 1.0
926, 16538284, wlbz2, 7, Maine, 1.17017853086e-05, 2.0
927, 5864232, wgal, 7, Pennsylvania, 1.27436197982e-05, 25.0
928, 39533358, wpsdlocal6, 1, Kentucky, 1.22148770489e-05, 7.0
929, 16161622, wptz, 0, None, 1.4409604013e-05, 7.0
930, 15481869, kytv, 4, Missouri, 1.16290629661e-05, 4.0
931, 343702041, kgnsnews, 7, Texas, 6.31346030413e-06, 4.0
932, 15727981, nbc6, 3, Florida, 2.93985410231e-05, 7.0
933, 26574283, cnbcnow, 7, None, 1.43940843346e-05, 10.0
934, 152125097, janetshamlian, 7, None, 2.62390239826e-05, 1.0
935, 19201818, nbcconnecticut, 7, Connecticut, 2.68779075622e-05, 1.0
936, 40296265, local15news, 7, Alabama, 9.61647770371e-06, 2.0
937, 14712659, woodtv, 7, Michigan, 6.81748834142e-06, 11.0
938, 41435071, texomashomepage, 3, None, 7.5339005613e-06, 2.0
939, 704944894956191745, anchlairseach, 7, None, 6.45589917481e-06, 1.0
940, 742880803575738376, tradpost9000, 7, None, 2.88269555932e-05, 1.0
941, 4162967056, travisbickle74, 0, None, 9.74489333308e-06, 33.0
942, 86129686, mama_mclaughlin, 0, None, 1.22953331181e-05, 4.0
943, 4675994166, gripofwinter, 0, Indiana, 2.81187900473e-05, 1.0
944, 730840575423987712, critter086, 0, Massachusetts, 2.46779454821e-05, 1.0
945, 4255867467, cordovus, 0, None, 1.06101982284e-05, 2.0
946, 3415590485, idrinkyourtears, 0, None, 8.60763982782e-06, 16.0
947, 2678507624, ginpachidsensei, 0, None, 3.95822765149e-05, 4.0
948, 760453815002816512, kylebristow, 7, Michigan, 9.28921710262e-06, 1.0
949, 4372718717, _malcolm_q_, 0, Massachusetts, 8.82832527249e-06, 8.0
950, 2988935314, congades, 0, New York, 1.50012771189e-05, 2.0
951, 713588235943825409, westlatrump, 0, None, 3.72528212154e-05, 1.0
952, 45599954, thinkandprosper, 3, Florida, 9.13311400353e-06, 4.0
953, 4822938341, theoxiphos, 0, None, 2.71153598403e-05, 5.0
954, 276986600, bucky_breeder, 7, None, 2.2972755497e-06, 10.0
955, 3150064879, mag_politics, 0, Oregon, 8.13100656589e-06, 2.0
956, 4090249462, evanmclaren, 0, Pennsylvania, 9.25326189723e-06, 5.0
957, 3086892320, maddehmn, 0, None, 2.2972755497e-06, 4.0
958, 783213866, lyla0_0, 0, None, 3.14950437772e-06, 4.0
959, 3299979575, barrelchange, 0, None, 6.31013074266e-06, 1.0
960, 1452574056, ucantbesrs, 7, Massachusetts, 5.92254365283e-06, 1.0
961, 22694767, admcod, 0, None, 1.02768592132e-05, 1.0
962, 181228776, pepevonbismarck, 0, None, 8.28715796432e-06, 1.0
963, 407936897, torotoro1137, 0, None, 1.38151666e-05, 7.0
964, 225324935, jonahnot19, 0, None, 1.11816027192e-05, 1.0
965, 3921319332, nokebab, 0, None, 1.77216279687e-05, 1.0
966, 2254586790, egghwhites, 0, None, 7.15677955206e-05, 2.0
967, 150923186, thestoicmale, 0, None, 9.50417554382e-06, 2.0
968, 290843574, katzerinaa, 0, None, 2.19628687509e-05, 1.0
969, 2177665478, thesadleaf, 7, None, 8.66310707143e-06, 1.0
970, 17223116, drybones5, 0, None, 5.53500788183e-05, 2.0
971, 3616209315, clearabove, 0, None, 6.74431535489e-06, 1.0
972, 103065252, voxquindaro, 0, Missouri, 2.2972755497e-06, 4.0
973, 900705962, doktorfriend, 7, Texas, 2.62054400937e-05, 1.0
974, 751926491685027840, 573ph3nf4lk3n, 7, None, 9.52235644661e-06, 1.0
975, 233484761, charlescwcooke, 7, Pennsylvania, 9.95782927073e-05, 9.0
976, 15335534, jimgeraghty, 1, Virginia, 6.14242043536e-05, 25.0
977, 15302774, davidharsanyi, 3, Washington DC, 7.81209319343e-05, 9.0
978, 16687344, ishapiro, 7, Washington DC, 3.16211233739e-05, 5.0
979, 18071942, andrewkirell, 0, New York, 8.39657184856e-05, 2.0
980, 27075032, oliverdarcy, 5, New York, 6.026916204e-05, 47.0
981, 1431806514, mawrightjr, 3, New York, 9.80072518749e-06, 1.0
982, 18047695, jhinderaker, 0, Minnesota, 2.41207418948e-05, 6.0
983, 19768173, anthonylfisher, 0, New York, 3.1768943028e-05, 1.0
984, 1480852568, bensasse, 0, None, 4.12124145675e-05, 1.0
985, 16868444, sevenlayercake, 0, Connecticut, 4.49866431246e-05, 2.0
986, 66159921, mightyheaton, 7, New York, 1.7827600397e-05, 2.0
987, 148936255, joelmentum, 0, None, 2.2719277677e-05, 1.0
988, 26592680, bms355, 1, None, 1.07710054344e-05, 1.0
989, 550708707, jaycosttws, 7, None, 6.00496960639e-05, 10.0
990, 24086148, amberniblock, 0, None, 1.37903982759e-05, 1.0
991, 813311743, numbersmuncher, 3, Illinois, 2.60508731953e-05, 48.0
992, 88246253, mfcannon, 7, None, 3.08412259529e-05, 3.0
993, 257886199, monachareneppc, 3, None, 2.70353169626e-05, 1.0
994, 366667784, txhasson, 1, Texas, 6.47515928149e-06, 1.0
995, 185895066, kspetzman, 1, Minnesota, 3.81643742005e-05, 2.0
996, 61122731, noonanjo, 7, Washington DC, 3.5432288064e-05, 1.0
997, 755992345024208896, restart_gop, 7, Washington DC, 3.24567909212e-05, 3.0
998, 14706964, daveintexas, 7, None, 2.63196684841e-05, 2.0
999, 122226401, michellefields, 3, Washington DC, 8.03505098563e-05, 1.0
1000, 44067298, michaelmalice, 3, None, 1.76813583283e-05, 1.0
1001, 22588009, andreanruth, 7, None, 3.56554717132e-05, 2.0
1002, 1536600704, hashtaggriswold, 3, None, 3.19039405897e-05, 3.0
1003, 37972706, sshackford, 1, California, 1.85973453272e-05, 2.0
1004, 311135007, carlpaulus, 7, None, 6.17928444053e-06, 3.0
1005, 386001751, beer__wolf, 3, None, 7.35085902333e-05, 28.0
1006, 15985607, virginiahume, 7, Washington DC, 1.81942110421e-05, 2.0
1007, 14289960, kkaplan, 1, New Jersey, 1.77353033132e-05, 1.0
1008, 2669657311, opplives, 7, None, 1.12621788109e-05, 15.0
1009, 1408003598, fdrlst, 7, None, 2.52429504678e-05, 17.0
1010, 61664932, jasonahart, 7, Ohio, 1.83850384116e-05, 4.0
1011, 16068266, tpcarney, 0, Washington DC, 7.71988832511e-05, 6.0
1012, 16887628, mattklewis, 7, Virginia, 6.71038919213e-05, 8.0
1013, 21305315, mitrebox, 7, None, 2.62124981853e-05, 2.0
1014, 55160871, capeinkc, 7, Kansas, 5.2080963003e-06, 1.0
1015, 1090556088, countermoonbat, 1, None, 5.50634786594e-05, 2.0
1016, 91279573, adambaldwin, 7, None, 5.23987036825e-05, 2.0
1017, 15741263, michaelrwarren, 0, None, 3.47824278194e-05, 5.0
1018, 18723501, nathanwurtzel, 7, None, 4.22561397157e-05, 14.0
1019, 267719395, docthompsonshow, 7, None, 5.17927644738e-05, 2.0
1020, 56701775, davidrutz, 0, Washington DC, 2.34080769928e-05, 5.0
1021, 20378448, philipaklein, 3, Washington DC, 4.75583501009e-05, 3.0
1022, 448828305, ajbulldis, 7, New York, 1.06851318339e-05, 1.0
1023, 2887988203, youngblackcon, 7, None, 1.53661451218e-05, 3.0
1024, 17626317, chadfelixg, 7, West Virginia, 2.32021391076e-05, 8.0
1025, 334370014, scotbertram, 7, Michigan, 9.81414437008e-06, 3.0
1026, 100332944, jennjacques, 7, Wisconsin, 3.88312608547e-05, 5.0
1027, 24212955, gabrielmalor, 7, Washington DC, 3.90096605382e-05, 10.0
1028, 1575138829, robprovince, 7, Missouri, 4.29411859288e-05, 3.0
1029, 112047805, brithume, 3, Washington DC, 6.3611441802e-05, 3.0
1030, 16193222, guypbenson, 7, Washington DC, 4.13161157707e-05, 6.0
1031, 1449129739, salnuzzo, 0, Florida, 6.78898033332e-06, 3.0
1032, 22083639, thomashcrown, 7, None, 5.85578969606e-05, 6.0
1033, 14842061, marykissel, 3, New York, 2.08849069738e-05, 3.0
1034, 72579376, doc_0, 7, Florida, 1.4095760796e-05, 3.0
1035, 18839937, popehat, 7, None, 7.36589515334e-05, 7.0
1036, 20748745, bradthor, 7, None, 6.26965766576e-05, 1.0
1037, 53606937, jamestaranto, 3, New York, 2.21405967935e-05, 6.0
1038, 29743665, shikhadalmia, 7, Michigan, 2.73093595966e-05, 8.0
1039, 6724252, kerpen, 7, Washington DC, 2.38040204016e-05, 5.0
1040, 71627462, jonahnro, 1, Washington DC, 8.61643327452e-05, 4.0
1041, 3256023830, revsnow67, 7, None, 3.30753896462e-06, 1.0
1042, 43186982, rand_simberg, 7, None, 1.2892217833e-05, 9.0
1043, 2439232495, ltthompso, 7, None, 1.44101833646e-05, 1.0
1044, 23346166, justkarl, 7, None, 1.65387960441e-05, 50.0
1045, 97942529, thaddeusrussell, 3, None, 1.93455591967e-05, 6.0
1046, 1053236226, continetti, 7, None, 7.02407168226e-05, 1.0
1047, 381017134, clarkhat, 7, None, 3.78616010806e-05, 5.0
1048, 155581583, robbysoave, 4, None, 6.13173724585e-05, 7.0
1049, 49478990, rikkiratliff, 7, Vermont, 2.08212649936e-05, 2.0
1050, 266894776, ajdelgado13, 0, None, 9.64041381377e-05, 30.0
1051, 147586500, edwhelaneppc, 7, Washington DC, 8.87663979136e-06, 1.0
1052, 295419478, ericontrarian, 7, North Dakota, 3.16843980639e-05, 1.0
1053, 705060452, alanmcole, 3, Washington DC, 3.17084673533e-05, 1.0
1054, 36667104, politicalmath, 7, None, 7.600327244e-05, 8.0
1055, 294682376, itsjoeco, 3, None, 1.40771182459e-05, 4.0
1056, 2167286587, byrdinator, 7, None, 9.87370757512e-05, 2.0
1057, 151673868, classycrookston, 7, New York, 4.55349817298e-06, 2.0
1058, 242047504, autumndawnprice, 0, None, 3.06118940544e-05, 1.0
1059, 1491488275, capitalismwitch, 7, Minnesota, 1.06251155597e-05, 1.0
1060, 113884188, dannyehawkins, 0, Florida, 1.50085011868e-05, 1.0
1061, 27013159, brajadurai, 1, Massachusetts, 3.73428895357e-05, 3.0
1062, 182990392, dandyd0ug, 7, None, 2.97481567236e-05, 1.0
1063, 1261040611, jlat55, 7, South Carolina, 3.65280527764e-06, 2.0
1064, 191988816, willkremer, 7, Georgia, 3.3294306493e-05, 2.0
1065, 191076433, teeeyem, 7, None, 3.51857797279e-05, 8.0
1066, 33536609, rjustice21, 7, Pennsylvania, 3.41255824665e-05, 1.0
1067, 3355875939, jedidiah412, 7, None, 3.67007048687e-05, 2.0
1068, 2834331240, annaeleanor, 7, Washington, 6.83209518967e-05, 1.0
1069, 33029226, shaungains, 3, Arkansas, 2.45356673326e-05, 10.0
1070, 562277996, dmiddletoncbus, 7, Missouri, 2.52130431033e-06, 12.0
1071, 3992758900, flgatorking, 0, Florida, 3.91205923176e-05, 13.0
1072, 15462005, idrawrobots, 7, Missouri, 1.07514543481e-05, 2.0
1073, 2649411710, 1776_liberty_, 7, North Carolina, 2.2382301137e-05, 2.0
1074, 2381434507, tbcjay, 7, None, 6.40465393307e-05, 8.0
1075, 1735259790, joannabalesca, 0, Texas, 7.13576793189e-05, 3.0
1076, 19801752, raymondstarks, 1, Iowa, 1.50226199758e-05, 1.0
1077, 462924454, theonesoleshoe, 7, None, 4.50683391416e-05, 38.0
1078, 1563299498, af632, 7, None, 1.93526432202e-05, 1.0
1079, 971547314, local_maxima, 7, Missouri, 2.06468246307e-05, 4.0
1080, 2761426975, heatherk1995, 7, Arkansas, 1.53258410878e-05, 6.0
1081, 2993377468, stephenherreid, 7, None, 4.26752660568e-05, 1.0
1082, 342806717, andrew_9450, 0, Pennsylvania, 1.11434466625e-05, 2.0
1083, 394315460, tyler_mcnally, 7, Virginia, 2.26210442675e-05, 2.0
1084, 616574155, cobi_ryals, 7, Texas, 1.00669266023e-05, 1.0
1085, 16623835, cdixon25, 0, Maine, 2.06674826389e-05, 4.0
1086, 700488789148508160, silentpunditry, 7, Texas, 3.27733852423e-05, 3.0
1087, 2997856494, milkpiefridays, 7, None, 6.81592937782e-05, 2.0
1088, 451807474, dsjensen12, 7, None, 4.01189086299e-05, 4.0
1089, 2259386612, evanschrage, 3, None, 1.96556849327e-05, 5.0
1090, 84447535, acityinohio, 7, California, 3.45242329899e-06, 1.0
1091, 420071196, dylan_skidmore, 7, West Virginia, 2.52130431033e-06, 1.0
1092, 2208906530, alir_ahmadi, 1, New York, 1.87196454668e-05, 2.0
1093, 43290406, mattykfrompa, 7, Texas, 1.32074080451e-05, 2.0
1094, 348325675, patrick_wool95, 0, Illinois, 4.86867596852e-05, 1.0
1095, 414989105, profjohnharney, 7, None, 6.42427209981e-06, 1.0
1096, 62070073, dannyjativafl, 7, Washington DC, 8.60302172157e-06, 6.0
1097, 1911261500, brainfertilizer, 7, None, 2.86642445519e-05, 4.0
1098, 1191338826, rsaydlowski, 7, Virginia, 7.94955374295e-06, 3.0
1099, 3423080248, jayceveino, 7, None, 5.42432475721e-05, 1.0
1100, 4256851283, daytimerenegade, 0, None, 3.74860421558e-05, 2.0
1101, 2369949012, joeperticone, 3, Washington DC, 4.80688527978e-05, 14.0
1102, 193555819, tiouririne, 1, Illinois, 4.23821376366e-05, 2.0
1103, 249730935, fakelouholtzksr, 0, None, 2.52130431033e-06, 1.0
1104, 2546408312, azaustin43, 7, Arizona, 2.6899975353e-05, 1.0
1105, 373697915, themaverick21, 7, None, 4.4054794285e-05, 2.0
1106, 4371351, ywxwy, 1, California, 8.1968963917e-06, 3.0
1107, 371521500, alexandert_g_, 2, None, 1.41536588125e-05, 3.0
1108, 19804050, sodakdoogie, 3, South Dakota, 1.19204402269e-05, 1.0
1109, 527708672, thunderbahl, 7, None, 8.16021752687e-06, 1.0
1110, 2369510815, brennenjj, 7, Texas, 2.18911841508e-05, 2.0
1111, 34867699, nasboat, 7, None, 7.37047806727e-05, 1.0
1112, 1573969848, diddley_squat, 7, None, 2.58111604485e-05, 1.0
1113, 18269124, bendreyfuss, 3, New York, 7.29572999374e-05, 4.0
1114, 743669750, anna_constance_, 7, Texas, 4.92535740464e-05, 2.0
1115, 144276423, stephen_perkins, 7, Texas, 6.32743343027e-05, 3.0
1116, 76497884, apolloleroux, 7, None, 2.01162691045e-05, 3.0
1117, 38100957, thecivilcomment, 7, Nebraska, 3.67960274586e-05, 1.0
1118, 237089251, nick_lindquist, 3, None, 4.48417650088e-05, 5.0
1119, 61843359, jennaep7, 7, None, 8.49549666811e-06, 5.0
1120, 105329640, garrettventry, 3, North Carolina, 3.04007062029e-05, 3.0
1121, 262332918, rino_and_rhino, 7, None, 1.75843621956e-05, 7.0
1122, 301832179, gmichaelziegler, 7, None, 7.08648510583e-06, 1.0
1123, 3044637177, theluisamendez, 7, Florida, 2.91370498038e-05, 3.0
1124, 767971509830811648, lslamistrash, 7, None, 1.20516470209e-05, 6.0
1125, 973256724, cnelson450, 0, None, 2.85243277253e-05, 19.0
1126, 745853715194712064, w_c_patriot, 7, California, 3.187302969e-05, 6.0
1127, 2344251432, paulw121363, 3, None, 6.48096722354e-06, 7.0
1128, 2182901815, goldilx5, 0, None, 1.08309172604e-05, 1.0
1129, 2173337718, rohpert, 0, Tennessee, 2.86920963741e-06, 5.0
1130, 743097759650086916, laurgar66, 7, Texas, 1.37558595624e-05, 2.0
1131, 97511601, kerianne7, 7, None, 1.98495884082e-05, 16.0
1132, 58708159, resisttyranny, 0, None, 2.21176626457e-05, 3.0
1133, 608471241, cristinalaila1, 0, None, 5.83680313681e-05, 8.0
1134, 2330460374, hispanicforus, 0, None, 1.20380941697e-05, 6.0
