node_id, twitternum, twitterhandle, trumporhillary, lastlocation, pagerank, numtweets
377, 3319984013, 1888nu, 7, None, 1.3963362148e-05, 1.0
378, 700570043331932161, kawaiidesunigga, 7, Wisconsin, 8.45026077598e-05, 1.0
379, 764552272550301696, govenkin, 7, None, 4.21101379552e-05, 1.0
380, 3233096251, cowardlyfrog, 7, None, 2.07122448014e-05, 1.0
381, 2204689256, alleycatbiues, 0, None, 1.17691280825e-05, 4.0
382, 2823388010, wittystdiego, 0, New Mexico, 7.34997036745e-06, 1.0
383, 172765707, portlandfrank, 0, None, 1.07143459749e-05, 1.0
384, 706295563847929856, terry_grip, 0, None, 3.0910556864e-05, 18.0
385, 3702658936, boisfeuras57, 0, None, 4.75757759295e-05, 1.0
386, 1669312890, jati_matic, 0, None, 4.56343076935e-05, 2.0
387, 24038805, j_hotz, 0, None, 4.85214274548e-05, 1.0
388, 4891438977, walktothefire, 0, None, 1.61950112598e-05, 4.0
389, 1072936848, amazingxkcd, 0, None, 3.60319816817e-05, 1.0
390, 2383282580, mrjohnqzombie, 0, None, 3.86292029995e-05, 84.0
391, 72192640, drryanskelton, 0, None, 1.15183454834e-05, 1.0
392, 731935627067985920, patriisveritas, 7, None, 1.09781296258e-05, 1.0
393, 240426992, faith_heritage, 0, Texas, 4.94265523765e-05, 4.0
394, 4056950181, removerofkebabs, 3, Mississippi, 2.50156713063e-05, 4.0
395, 3178460078, orphandroid, 7, None, 2.50925079115e-05, 3.0
396, 3330437053, spaceddrone, 0, None, 1.22132339017e-05, 1.0
397, 733060952946540544, based_weeb, 0, None, 7.65995699932e-06, 1.0
398, 22043079, fabeetz14, 0, None, 1.00541760506e-05, 3.0
399, 2871962572, kyussopeth, 0, None, 3.56733056691e-05, 1.0
400, 2343979981, funnicegoodkind, 0, None, 2.68426666304e-05, 41.0
401, 4182936015, tarpeian_rock, 0, None, 3.90089789204e-05, 2.0
402, 2927215093, storm_trumper, 0, None, 4.3536301101e-06, 1.0
403, 4733893592, thelastkulak, 0, None, 2.02411219085e-05, 4.0
404, 3103808988, bacified, 0, None, 3.14884202798e-06, 2.0
405, 3321093093, harambeandsons, 0, None, 1.00544685613e-05, 1.0
406, 4896404463, kaistwosz, 0, Massachusetts, 2.35549179576e-05, 3.0
407, 3600539122, neilturner_, 0, Mississippi, 7.94103394149e-05, 54.0
408, 16653349, nancymace, 0, South Carolina, 0.000137481436784, 16.0
409, 754767470217535488, jocklynmundy, 7, Florida, 3.39297709453e-06, 1.0
410, 407880875, mrnickdyer, 3, None, 1.03842745334e-05, 2.0
411, 51304706, trythattrucoat, 0, None, 1.01282112194e-05, 5.0
412, 2523224095, outsetnetwork, 7, None, 5.07615309205e-05, 1.0
413, 42068515, bradwarthen, 7, None, 1.4290118601e-05, 1.0
414, 153805363, texliberty, 7, Texas, 6.71581503781e-06, 2.0
415, 529586324, kurtis17m, 0, None, 7.84883272892e-06, 1.0
416, 66209943, smittie61984, 3, None, 9.23840902905e-06, 1.0
417, 27540642, fredontwittur, 7, Georgia, 9.94979215454e-06, 3.0
418, 930239143, bugouttime, 7, None, 3.39297709453e-06, 5.0
419, 18225323, bigal64, 0, Montana, 3.39297709453e-06, 14.0
420, 525643455, doublee64, 7, None, 1.25163124768e-05, 6.0
421, 24071387, jrcowboy, 0, Texas, 1.75114195402e-05, 4.0
422, 785812196, dapitts_david, 7, South Carolina, 3.39297709453e-06, 31.0
423, 109005040, libertarian_jb, 0, Mississippi, 6.41467782131e-06, 1.0
424, 61614322, dexfan, 0, Tennessee, 5.66889305047e-06, 1.0
425, 14207731, mikesamerica, 7, South Carolina, 5.27885842419e-06, 1.0
426, 1212304628, advocatecitizen, 0, Texas, 1.25552848575e-05, 1.0
427, 71910650, bing7557, 0, None, 2.04057775004e-05, 3.0
428, 1005319442, sweettparty, 0, Washington, 5.81978568918e-06, 15.0
429, 850974998, letitburnusa, 7, Texas, 1.489576699e-05, 60.0
430, 1169382680, mountainaires, 0, Tennessee, 7.23522810643e-06, 37.0
431, 82901787, ssreaney, 1, None, 9.12788635193e-06, 17.0
432, 1069495068, xmolonlabex, 0, None, 3.39297709453e-06, 9.0
433, 295393566, tperrysburg, 0, Indiana, 5.64208154005e-06, 5.0
434, 36054492, crichardb, 0, None, 3.39297709453e-06, 1.0
435, 1583550769, josephmichwasik, 1, None, 5.42415814676e-06, 3.0
436, 60354874, eggoverlight, 3, None, 6.14929059862e-06, 13.0
437, 21082939, gregoriofq, 0, None, 7.23522810643e-06, 1.0
438, 1371169674, bravo_alpha1, 3, None, 1.02391122325e-05, 3.0
439, 15309633, blogitch, 2, South Carolina, 1.08798131585e-05, 1.0
440, 34972994, bevreese, 7, None, 3.39297709453e-06, 1.0
441, 259896644, rjradical, 0, None, 3.39297709453e-06, 1.0
442, 29115212, wilsonjack, 0, South Carolina, 3.39297709453e-06, 2.0
443, 1423598928, marthageneb, 0, None, 3.39297709453e-06, 2.0
444, 21846360, ejfores, 1, Washington DC, 9.43727532269e-06, 1.0
445, 51279194, super_mario_21, 0, Ohio, 3.39297709453e-06, 1.0
446, 370448731, jdoz66, 7, Alabama, 3.39297709453e-06, 1.0
447, 63228779, defendingtheusa, 0, California, 3.20551463593e-05, 18.0
448, 22097773, csterlingwalker, 7, None, 8.10899920001e-06, 1.0
449, 430280342, exposehillary, 0, None, 2.49461088097e-05, 29.0
450, 2173228424, buzzatthestate, 7, South Carolina, 1.94630900195e-05, 13.0
451, 100353858, thetruthisviral, 3, Michigan, 3.39297709453e-06, 1.0
452, 438024080, sudranski, 7, None, 3.39297709453e-06, 2.0
453, 3380947863, scteamtrump, 0, South Carolina, 4.85638214017e-06, 17.0
454, 5745392, fallavollita, 0, None, 1.26075444838e-05, 12.0
455, 53520290, kevgenus, 7, Colorado, 3.39297709453e-06, 1.0
456, 38433187, david_j_koch, 3, None, 1.35223542806e-05, 4.0
457, 25392042, schwabcycler, 7, None, 6.1175991498e-06, 15.0
458, 311628205, revive_america, 7, None, 2.13137998642e-05, 57.0
459, 881164735, rjmonteslc, 0, New Mexico, 5.10925671727e-06, 4.0
460, 151983554, jimforbes_pasco, 0, Washington, 4.86656689134e-06, 1.0
461, 2836421, msnbc, 1, None, 3.81278521664e-05, 72.0
462, 110660556, jusleanica, 3, None, 3.39297709453e-06, 8.0
463, 362800632, deejsr, 7, Connecticut, 7.23522810643e-06, 1.0
464, 3118705906, joshgremillion, 0, Texas, 2.48098790756e-05, 5.0
465, 96063461, snoopalupe, 7, None, 7.24183819121e-06, 6.0
466, 30849514, dorunda, 0, Florida, 3.39297709453e-06, 9.0
467, 527009772, doc_stevens, 7, None, 7.36441489729e-06, 3.0
468, 205889882, michaelbrownusa, 7, Colorado, 0.000128593280263, 1.0
469, 705599451503665154, thebuckleyclub, 7, None, 2.75597889502e-05, 2.0
470, 20998148, lfwolfe, 3, Colorado, 3.00681316347e-06, 1.0
471, 172893705, benjibacker, 7, None, 7.55616316594e-05, 1.0
472, 309164571, bobhicks_, 1, Texas, 1.24379891899e-05, 2.0
473, 1228166172, hd_firearms, 7, Colorado, 1.06860110218e-05, 1.0
474, 18170412, joepcunningham, 7, Louisiana, 4.27635327152e-05, 1.0
475, 42259293, verumserum, 0, California, 4.07215138482e-05, 1.0
476, 540449341, wtylersandberg, 0, None, 6.16983076628e-06, 1.0
477, 65788998, clanson, 3, Louisiana, 3.00681316347e-06, 3.0
478, 21888595, hale_razor, 3, None, 9.06190478883e-05, 3.0
479, 373387348, maryincolorado1, 7, Colorado, 9.73431842888e-06, 1.0
480, 415065685, hkhkus, 0, None, 3.00681316347e-06, 1.0
481, 198456407, jbu1252, 3, Pennsylvania, 5.54954697914e-06, 2.0
482, 22922330, idougradio, 0, None, 1.52253122725e-05, 10.0
483, 52181083, cdokane, 7, Illinois, 3.00681316347e-06, 1.0
484, 376390162, defendwallst, 7, New York, 3.88820709774e-05, 29.0
485, 14236800, proteinwisdom, 7, Colorado, 3.97000478024e-05, 12.0
486, 424466061, yojustinking, 0, Texas, 1.72178807479e-05, 1.0
487, 16386704, weaselzippers, 3, None, 2.07350554775e-05, 22.0
488, 227085972, caltexmix, 7, None, 4.74369998555e-06, 1.0
489, 474464413, injo, 0, None, 1.91220949701e-05, 1.0
490, 299178149, newsradiopd, 3, Colorado, 4.35934227622e-06, 1.0
491, 281688924, 630khow, 0, Colorado, 6.86868333513e-06, 10.0
492, 435207623, herbwetzel, 0, None, 7.60576076978e-06, 3.0
493, 808855729, realmarkcole, 0, Florida, 2.6910222621e-05, 22.0
494, 179412149, lenrad0526, 0, New Jersey, 4.76979598612e-06, 3.0
495, 8216772, denverpost, 7, Colorado, 2.33073059171e-05, 7.0
496, 101640907, carolvicic, 7, None, 2.17096741468e-05, 31.0
497, 19055310, rfaulhaber, 7, Colorado, 3.00681316347e-06, 5.0
498, 467724003, ajsakalosky, 7, None, 1.16495501896e-05, 1.0
499, 163138285, a_devils_reject, 7, None, 3.00681316347e-06, 1.0
500, 361918202, hollyshere, 7, None, 3.22512935231e-05, 1.0
501, 47673131, confusedabout, 0, Texas, 4.73382211313e-06, 2.0
502, 49833743, schmidtmbrandon, 5, Missouri, 3.00681316347e-06, 1.0
503, 274184466, gettapair, 0, None, 3.00681316347e-06, 1.0
504, 76978453, sgttim911, 0, None, 9.21885027069e-06, 3.0
505, 27995424, johncardillo, 0, Florida, 4.66053532882e-05, 18.0
506, 281610530, varneyco, 3, New York, 3.00662400349e-05, 14.0
507, 241348393, missingpundit, 1, None, 1.69313056399e-05, 4.0
508, 20545835, newsmax, 3, None, 2.80194438018e-05, 69.0
509, 130975535, calebafields, 3, None, 6.51996351776e-06, 6.0
510, 18293052, allisonwestmont, 7, New York, 1.19494880042e-05, 4.0
511, 49673026, caduse, 0, Colorado, 3.00681316347e-06, 1.0
512, 76447557, america4israel, 0, California, 5.10524100942e-06, 1.0
513, 70843212, fiscalconserve, 0, None, 1.30544394289e-05, 5.0
514, 21725017, reesespeanut, 7, None, 1.52714934575e-05, 2.0
515, 2415053456, cnntonight, 0, New York, 2.14938529645e-05, 27.0
516, 23799146, anantucketlady, 0, None, 3.00681316347e-06, 13.0
517, 29941615, mjkrause, 7, California, 1.87699330428e-05, 1.0
518, 392230258, drainedtheswamp, 0, None, 5.05118877259e-06, 1.0
519, 2393323908, thecjpearson, 3, Georgia, 1.62180708825e-05, 3.0
520, 2337918858, nathancalfey, 7, None, 4.08549561984e-06, 2.0
521, 21785996, 4mrbreitbart, 7, None, 1.23925540637e-05, 10.0
522, 970376606, thrill_rtflc, 0, None, 9.13479935126e-06, 1.0
523, 21603233, barbya1, 0, Pennsylvania, 1.02709011521e-05, 14.0
524, 1628841380, adrianacohen16, 3, None, 2.10126378181e-05, 11.0
525, 35613606, janymiller, 0, New Jersey, 3.00681316347e-06, 2.0
526, 1613730738, rsmithveteran, 0, None, 9.54077503113e-06, 9.0
527, 516829114, cbs4jenn, 7, Colorado, 1.06327894431e-05, 1.0
528, 2372915137, alternativernc, 0, None, 4.22183142494e-06, 7.0
529, 372848586, scottjarvis2, 7, Colorado, 3.00681316347e-06, 1.0
530, 55001036, joaneanna, 0, Georgia, 5.32827304108e-06, 2.0
531, 50777555, cologop, 3, Colorado, 1.40449724977e-05, 1.0
532, 1010244590, davis_scottwd3, 0, Colorado, 1.30459740137e-05, 1.0
533, 1700681670, rubato126, 0, Texas, 6.63066601623e-06, 2.0
534, 78527996, dncfail, 7, None, 3.00681316347e-06, 13.0
535, 459464533, marklkaiser, 3, Colorado, 3.00681316347e-06, 1.0
536, 114085514, robertcaruso, 7, Washington DC, 0.000120164787739, 12.0
537, 412791809, mchalfant16, 3, Washington DC, 2.11336203187e-05, 1.0
538, 373522445, bradmossesq, 7, Washington DC, 1.75078089592e-05, 3.0
539, 60298259, mysteriousrook, 7, Massachusetts, 1.22255579145e-05, 7.0
540, 9749012, lordsutch, 7, Georgia, 1.91167820166e-05, 2.0
541, 55246869, tomrtweets, 7, Washington DC, 3.3075233921e-05, 1.0
542, 249835030, gabrielaphl, 1, None, 7.00084245543e-06, 1.0
543, 537433628, williamadler78, 7, None, 5.65471262431e-05, 1.0
544, 29090846, drewmtips, 0, None, 2.65534581698e-05, 5.0
545, 1370871841, mmujicadc, 3, New York, 6.66738660982e-06, 1.0
546, 65228322, neal_dewing, 7, None, 6.5719026081e-05, 2.0
547, 124290595, yardonna, 0, None, 4.86966653729e-06, 3.0
548, 792038436, annalecta, 7, None, 6.63376998464e-05, 3.0
549, 18653221, commentary, 7, New York, 2.82041816012e-05, 2.0
550, 2322411559, nhbaptiste, 2, Washington DC, 9.67218927891e-06, 6.0
551, 253311018, pdhsjrfootball, 5, None, 1.68282074172e-05, 5.0
552, 28004399, randalljudt, 7, Washington DC, 7.45605435975e-06, 1.0
553, 3305576523, retired_anon, 7, None, 7.12603639864e-06, 4.0
554, 310043213, blakeseitz, 7, None, 4.33052860718e-05, 1.0
555, 17847906, karol, 7, None, 5.82037690377e-05, 4.0
556, 184981606, dryanshea, 1, Massachusetts, 1.31384962751e-05, 2.0
557, 226252909, jpcauthor, 1, None, 4.90763996694e-06, 2.0
558, 15772783, soccerdhg, 7, Maryland, 1.9865326788e-05, 4.0
559, 96291953, jk_porterfield, 1, Washington DC, 2.33362492721e-05, 1.0
560, 539275890, danielyrubin, 3, None, 7.29275172609e-06, 3.0
561, 64027252, jbroks86, 7, None, 9.37745137865e-06, 1.0
562, 14815252, caidid, 7, Massachusetts, 1.97157276718e-05, 1.0
563, 1467673213, vfelbabbrown, 7, Washington DC, 2.5257778917e-05, 1.0
564, 22701077, dawnrsingh, 7, New Mexico, 2.53191980651e-06, 1.0
565, 14368903, nfm, 7, Washington DC, 1.59393060884e-05, 1.0
566, 312336521, wonko_the_sane_, 1, New York, 2.43752160587e-05, 1.0
567, 91271818, cprignano, 3, Massachusetts, 1.1869426343e-05, 1.0
568, 55192727, mattdizwhitlock, 0, Washington DC, 2.19942786546e-05, 2.0
569, 45503645, trumwill, 7, None, 4.3840800032e-05, 6.0
570, 486871713, anagonzalezb_mx, 7, Washington DC, 1.97572116212e-05, 1.0
571, 58198180, smsaideman, 7, None, 3.86777688464e-05, 3.0
572, 25466022, davidklion, 3, None, 1.86721033943e-05, 2.0
573, 382687915, tomnovelly, 7, Michigan, 2.40242783215e-05, 1.0
574, 15111062, thomaswright08, 3, Washington DC, 2.4199655177e-05, 3.0
575, 86537404, sparksjls, 1, Washington DC, 4.2152156645e-05, 13.0
576, 93269181, atticusgf, 1, None, 3.18639114688e-05, 12.0
577, 70424767, sonnybunch, 7, Washington DC, 7.62289107892e-05, 4.0
578, 161163311, esotericcd, 7, None, 6.20038919228e-05, 23.0
579, 1683907286, elliottrhams, 1, Massachusetts, 1.59455022382e-05, 3.0
580, 252766425, paradox13va, 1, None, 1.52033990669e-05, 11.0
581, 269375709, jimantle, 0, None, 3.02423240967e-05, 29.0
582, 865427900, basche42, 0, California, 2.83553148054e-05, 2.0
583, 2220534481, aaronbmaclean, 3, Washington DC, 3.26022911933e-05, 1.0
584, 366621423, meanlin1, 7, None, 7.35266677873e-06, 1.0
585, 57362673, cristianafarias, 7, New York, 3.39536722671e-05, 4.0
586, 15327996, bfriedmandc, 7, Washington DC, 2.90236416582e-05, 2.0
587, 69773058, stephenfhayes, 3, Washington DC, 6.85508271368e-05, 1.0
588, 169620752, alexhortontx, 7, Texas, 1.59805530027e-05, 1.0
589, 2610029334, alanawise_, 3, None, 2.17708508538e-05, 6.0
590, 100250921, scottlincicome, 7, None, 7.65487799524e-05, 13.0
591, 47408060, jonathanlanday, 1, Washington, 2.28002390067e-05, 5.0
592, 546083631, jamesgreiff, 0, New York, 8.97245473508e-06, 1.0
593, 328278834, el_grillo1, 7, None, 8.39785537737e-06, 46.0
594, 301108020, sunnyright, 7, Florida, 2.08095472039e-05, 12.0
595, 20959370, nmichaelbashour, 5, Washington DC, 4.87387409061e-06, 1.0
596, 1151712062, awetgw, 1, New York, 2.53191980651e-06, 1.0
597, 11783502, stephengutowski, 7, Virginia, 5.64943402016e-05, 2.0
598, 601985933, rachelblevinson, 7, None, 2.64834029182e-05, 1.0
599, 2573480784, malcolmnance, 7, None, 2.83338154048e-05, 1.0
600, 467726691, cherijacobus, 0, New York, 2.413257348e-05, 21.0
601, 197369708, ryanlhonick, 1, Washington DC, 7.49917868613e-06, 1.0
602, 26178536, jkirchick, 0, None, 2.90579184877e-05, 1.0
603, 165920148, oomargcc, 7, None, 7.24021910916e-06, 1.0
604, 51089786, karalynnejones, 3, Washington DC, 4.26699612118e-06, 1.0
605, 472431999, sohrabahmari, 1, None, 3.60039700066e-05, 3.0
606, 2281972608, taylordibbert, 7, Washington DC, 4.28549591814e-06, 8.0
607, 281072009, caritojuliette, 1, New York, 2.59545901737e-05, 4.0
608, 427630477, desideriodc, 3, Washington DC, 2.53491980703e-05, 5.0
609, 58872724, justinoarnold, 1, Washington DC, 3.62889322596e-06, 2.0
610, 30601622, b_m_finnigan, 7, California, 6.2602650127e-05, 2.0
611, 317439900, mileswhoward, 2, Massachusetts, 4.17647841348e-06, 1.0
612, 260412833, joseph_karam, 7, New York, 4.22047056934e-06, 19.0
613, 35081122, grayhoodie, 7, Maryland, 6.0106937521e-06, 2.0
614, 379152293, abbieruzicka, 7, Massachusetts, 2.37059328725e-05, 1.0
615, 333425081, bobbychesney, 7, Texas, 2.14008130452e-05, 1.0
616, 321070016, wiseguysix, 7, Illinois, 2.26964106637e-05, 1.0
617, 118567880, davereaboi, 7, Texas, 3.820103329e-05, 7.0
618, 2801874380, direnecessity, 7, None, 6.48379780429e-06, 2.0
619, 155658192, bmaz, 7, None, 3.63229560357e-05, 2.0
620, 1191525841, monkovicnyt, 7, None, 1.84247489787e-05, 1.0
621, 738653653, blogguero, 7, None, 1.58034048389e-05, 1.0
622, 111977807, matt_pennington, 5, Washington DC, 7.72606381507e-06, 5.0
623, 23455653, abettel, 1, Washington DC, 1.84542845581e-05, 1.0
624, 1214819664, jaykirell, 7, New York, 2.24555082527e-05, 1.0
625, 200371688, rightscifi, 7, Missouri, 9.65479570677e-06, 8.0
626, 490013684, kfoleyfl, 7, None, 8.7780905833e-05, 13.0
627, 115442677, treyterry, 7, Arizona, 8.83156756948e-06, 1.0
628, 243725308, aaltman82, 3, Washington DC, 1.49523190846e-05, 2.0
629, 736006051846180865, dailyshitshow, 7, None, 0.000120125670691, 1.0
630, 708404525908959232, bamabella444, 0, Alabama, 5.23097444608e-06, 2.0
631, 709470894310236165, truthmove1776, 4, None, 1.5112428362e-05, 2.0
632, 3302427155, davonvigilante, 0, North Dakota, 6.75964922684e-06, 9.0
633, 745290676531781636, larrydodson10, 7, Florida, 1.52278939237e-05, 1.0
634, 4893488175, rcranston884, 0, New York, 1.26913590522e-05, 2.0
635, 721095824285896705, elizagrae, 0, Illinois, 3.09220801681e-06, 19.0
636, 3105295940, cengizilhan_, 7, None, 3.09220801681e-06, 1.0
637, 353771597, drmatt1980, 7, Wisconsin, 5.94713566173e-06, 1.0
638, 712170099717885952, jimb157, 0, New York, 1.82001464003e-05, 12.0
639, 3894747734, lordhelmet833, 0, Michigan, 1.3821072059e-05, 24.0
640, 82453088, fdny22, 0, New York, 9.18270933994e-06, 1.0
641, 275409506, lyn_mlp, 0, None, 1.97161573512e-05, 3.0
642, 206504553, texasubermensch, 0, Texas, 4.90764324407e-06, 3.0
643, 3723165802, iamwar2020, 7, None, 4.20722677885e-05, 1.0
644, 45236243, greatmystery, 7, Oregon, 3.8734080732e-05, 2.0
645, 393036926, rochnh2014, 0, New Hampshire, 4.89023349044e-06, 4.0
646, 246335616, usbubba, 0, None, 1.50070373426e-05, 1.0
647, 726770849773178880, _algorhythm, 0, None, 5.36993712784e-05, 3.0
648, 21428421, steven_groves, 7, Washington DC, 4.20000683172e-06, 3.0
649, 625723904, whoisjohngalt58, 0, None, 3.09220801681e-06, 3.0
650, 3951163043, fredsrock, 3, Virginia, 8.88981886218e-06, 24.0
651, 738466976310300673, realemilyyoucis, 7, Pennsylvania, 3.1857186165e-05, 2.0
652, 4172486833, jeffdavis1800, 0, None, 1.48958543572e-05, 3.0
653, 1075813044, stevebates51, 7, None, 2.54080932479e-05, 7.0
654, 423955647, realchrisdome, 0, California, 3.09220801681e-06, 2.0
655, 472357573, mikeetweets, 0, None, 6.9126304475e-06, 5.0
656, 621441735, theworldhoax, 7, None, 1.11369010531e-05, 1.0
657, 776412584442376192, christine4trump, 7, New York, 6.76435701681e-06, 3.0
658, 4404515537, trumpencexual, 7, None, 1.04264332526e-05, 10.0
659, 3379415254, mster_carpentr, 0, New York, 1.16783481999e-05, 1.0
660, 742573976019406848, yorkhuntvideos, 7, None, 6.99724616145e-06, 1.0
661, 57197277, betterlife365, 0, California, 1.84597547022e-05, 59.0
662, 245229280, bskulb, 0, None, 3.09220801681e-06, 1.0
663, 100862693, darkohako, 0, California, 2.48758388775e-05, 14.0
664, 20911876, desmondalan, 4, Colorado, 1.24132840803e-05, 3.0
665, 129336590, prostathlitis, 7, None, 2.31234066772e-05, 1.0
666, 612640031, lynchcpa, 0, None, 6.53674038484e-06, 1.0
667, 276108067, fuckin_cody, 7, Washington, 9.72010896303e-06, 1.0
668, 2439086884, us1sttrump2016, 0, Virginia, 1.37293403033e-05, 15.0
669, 810066740, carnalconsrvatv, 7, None, 5.1945532389e-06, 5.0
670, 840127854, tinasvue, 0, None, 1.0914957464e-05, 9.0
671, 4493811689, hollywood4trump, 7, California, 8.85293695609e-06, 31.0
672, 3430876033, bigskytryst, 7, None, 3.09220801681e-06, 1.0
673, 703048723903819776, ou81_2, 7, None, 8.41843267789e-06, 13.0
674, 606723977, rattlehead8, 0, Florida, 3.09220801681e-06, 2.0
675, 4849413012, americafirst16, 0, Illinois, 1.74547182605e-05, 6.0
676, 731933903662002177, rayzorraymon, 7, None, 9.36263230922e-06, 3.0
677, 760766585007026176, agostiniralph, 7, California, 3.05876004576e-05, 2.0
678, 106958265, khamsin64, 7, None, 6.8220728272e-06, 4.0
679, 764138977116852224, macdonaldtrump, 2, None, 3.32957378662e-05, 1.0
680, 3372690887, semperfidem2004, 7, None, 3.09220801681e-06, 5.0
681, 4692405704, afroconserv, 3, California, 3.57453912078e-05, 1.0
682, 3951303628, mytinx, 0, New York, 1.21878441184e-05, 8.0
683, 23085522, braveheartedone, 7, New York, 9.47459495185e-06, 11.0
684, 724599628478427136, jimmy_the_freak, 0, None, 5.98190870494e-06, 2.0
685, 729768359106101250, privatepepe, 3, Kansas, 4.57307069351e-06, 1.0
686, 709999112972865537, mengerianknight, 3, Georgia, 1.15258865697e-05, 4.0
687, 751320111793836034, goy_sama, 7, None, 4.23394587195e-06, 3.0
688, 3860458512, alt_left, 0, None, 4.75886429423e-05, 4.0
689, 738507269764173827, gop_operative1, 7, None, 3.14117015319e-06, 4.0
690, 531598877, brianccrouch, 7, Michigan, 2.03963212366e-05, 100.0
691, 756147789180968960, wisdom2m2, 7, None, 5.08660908186e-05, 19.0
692, 2778816007, bastardo_verde, 0, None, 6.92064584116e-06, 2.0
693, 3592625727, georgiaalpha, 0, Georgia, 2.47955031491e-05, 2.0
694, 3429078081, polyn1kes, 0, None, 3.78525931952e-06, 4.0
695, 262424642, chinny428, 0, None, 1.73879676579e-05, 2.0
696, 2674638409, derekthewolf, 0, None, 1.25135933238e-05, 7.0
697, 3384162400, dorklyenlighten, 4, None, 2.95571282872e-05, 1.0
698, 3364405264, shugababysmydog, 0, Florida, 2.43774786539e-05, 1.0
699, 2256217711, christiekfdw, 0, None, 7.95624494948e-06, 1.0
700, 1659221779, johnjjohnson69, 0, None, 2.29417062157e-05, 4.0
701, 2892770932, semiproblematic, 0, None, 1.38607735516e-05, 9.0
702, 381252885, michaelcliffor3, 0, None, 2.24714065719e-06, 17.0
703, 3172978539, coversalmon, 0, South Carolina, 1.31327850463e-05, 1.0
704, 725727821633605632, eldricklives, 7, None, 1.5541795413e-05, 1.0
705, 21981121, j_kane, 0, Arizona, 3.78411133827e-05, 1.0
706, 2986178199, giustiniani1453, 0, None, 4.40411065699e-05, 3.0
707, 2739736226, racistbarber, 0, None, 1.64379167248e-05, 3.0
708, 4175831722, roderickturdy, 0, None, 8.51475316242e-06, 4.0
709, 3299776193, 4tealor, 7, None, 5.60100750418e-06, 4.0
710, 4220665034, trumpmmm, 0, None, 1.4986636332e-05, 2.0
711, 3291906679, halberstram_ftn, 7, None, 2.45086638255e-05, 2.0
712, 3299975372, waltbismarck, 0, None, 6.92151368432e-05, 2.0
713, 322027737, amrenaissance, 0, Virginia, 1.24552709341e-05, 14.0
714, 2886095098, deaffromaids, 0, None, 5.68911211509e-05, 3.0
715, 113534336, _altright_, 0, None, 6.73367938855e-05, 29.0
716, 3368465157, jazzhandmcfeels, 0, Washington DC, 6.13882701369e-05, 9.0
717, 725598246240821248, zorost88, 0, None, 7.08575150363e-06, 13.0
718, 4455054612, bridgetwaddles, 0, None, 2.30314615316e-05, 2.0
719, 3754203439, dabiggestgun, 0, None, 1.94280710699e-05, 2.0
720, 758524102432944128, coatconfiscator, 2, Washington DC, 4.23581000337e-06, 4.0
721, 2980737362, alt_right_feed, 0, None, 1.12460764464e-05, 6.0
722, 755386783232167936, theworstgoy, 7, None, 1.6944503592e-05, 1.0
723, 4065200473, cosmicfuhrer, 0, None, 1.56005544547e-05, 2.0
724, 3295688551, plumbarius_, 0, None, 8.68043970176e-06, 2.0
725, 2821444103, jareddeangrace, 0, None, 1.68752564818e-05, 6.0
726, 237122922, mikelbtko, 0, None, 1.40190958778e-05, 1.0
727, 331042667, audaciousepigon, 0, Kansas, 2.34010443754e-05, 1.0
728, 2154127219, early__may, 0, None, 6.40427926378e-05, 16.0
729, 2427721081, lennybirch, 4, None, 1.30675339664e-05, 2.0
730, 557125271, diversityvictim, 0, None, 2.09676535851e-05, 6.0
731, 494758799, euroamericans, 0, None, 5.03354909549e-05, 27.0
732, 3694186396, prez_davis, 0, None, 2.38818119651e-05, 4.0
733, 3356920227, galighieri3, 0, None, 6.76834617072e-05, 2.0
734, 714226100277231616, tcjfs, 3, None, 1.62067563195e-05, 7.0
735, 3415977399, _crackerfactory, 0, None, 8.62438582759e-06, 5.0
736, 1485008827, griffinlyswords, 0, None, 9.01146285258e-06, 8.0
737, 63987136, desertpyr0, 0, None, 8.68635933889e-06, 2.0
738, 3309406657, otherpplsmoney, 0, None, 2.94426156373e-05, 2.0
739, 3621132739, _identitarian_, 7, None, 7.15223725757e-05, 10.0
740, 2725171190, mbraivo, 0, None, 2.58909154902e-05, 1.0
741, 37233098, littelbackstory, 0, None, 2.47115938068e-05, 5.0
742, 2592143102, jonfeere, 0, Washington DC, 2.31645735529e-05, 201.0
743, 950976000, fieldroamer, 0, None, 1.02733426079e-05, 329.0
744, 217217365, jppeasy, 0, None, 1.33481916664e-05, 5.0
745, 14526877, tusk81, 3, California, 0.000108080429301, 178.0
746, 746447560366297088, marquitorubio, 7, None, 4.0367423217e-06, 9.0
747, 755024857373474816, hillary_esp, 7, New York, 1.91029471048e-05, 1.0
748, 37343243, matokah, 7, California, 6.51793290219e-06, 1.0
749, 330338306, ailaexecdir, 7, Washington DC, 2.26590393008e-05, 3.0
750, 503692875, grei_sa, 5, Washington DC, 2.75279218632e-05, 1.0
751, 465799240, mifamiliavotafl, 7, Florida, 1.28700951614e-05, 9.0
752, 154329165, marifer2013, 1, None, 3.08210805373e-05, 2.0
753, 50436208, jenxhawkins, 7, None, 9.79630681088e-06, 1.0
754, 226039921, darthshada, 1, None, 3.39696141495e-05, 4.0
755, 412008580, broderickgreer, 1, Tennessee, 4.85384485543e-05, 6.0
756, 121944269, apesq, 1, California, 2.54781825454e-05, 26.0
